geneSymbol	Sample_3	Sample_4	Sample_6	Sample_7	Sample_8	Sample_9	Sample_34	Sample_35	Sample_36	Sample_38	Sample_39	Sample_40	Sample_62	Sample_63	Sample_64	Sample_67	Sample_68	Untreated1	Untreated2	HighDose1	HighDose2	Survivors1	Survivors2
miR-449b-3P	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0
AK023614	6	6	1	7	4	4	8	0	1	0	2	3	8	3	3	2	5	13	15	0	2	14	7
Mir_147	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	2	0	0
AK098303	18	7	14	0	28	5	0	0	0	1	1	0	14	13	28	2	11	39	33	0	2	55	13
MIR3646	18	7	22	0	28	8	0	0	0	0	0	0	19	13	28	2	21	47	36	0	0	60	23
AB209315	845	1342	13	2	3517	757	1534	384	54	282	163	22	930	2109	2	237	9	2200	4276	0	0	3041	246
DQ587006	5	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
BC100777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AX746653	0	0	0	0	1	0	2	2	0	4	0	0	0	2	0	0	0	0	1	0	0	2	0
MIR645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3194	0	0	0	0	0	19	0	0	0	0	0	0	37	31	40	0	106	0	19	0	235	108	106
MIR4756	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
MIR4325	2	0	3	0	9	0	0	0	0	0	0	0	0	0	0	11	0	5	9	0	1266	0	11
MIR5095	1065	2426	11811	3499	2034	1739	12823	9773	8513	5173	9040	5036	1468	4685	2143	11580	3193	15302	7272	0	1266	8296	14773
MTRNR2L3	808	1018	1433	579	1268	577	6568	3758	4965	2731	4906	2097	906	3252	1821	916	2113	3259	2424	0	57	5979	3029
MIR4532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR298	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
SLMO2-ATP5E	4347	7349	302	69	779	2662	6305	5809	628	3930	1836	2600	4732	2794	169	4817	3366	11998	3510	0	2590	7695	8183
LOC100506384	4	0	8	0	0	4	0	0	0	1	0	0	2	8	4	4	0	12	4	0	2581	14	4
MIR4533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4516	0	0
MIR1257	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	41220	0	0
MIR4758	0	0	0	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	1	0	1222	0	0
C20orf200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	371	0	1
LOC100144597	10	12	120	25	69	32	4	2	2	5	0	0	38	3	34	8	11	142	126	0	298	75	19
MIR3196	10	2	116	20	66	31	0	0	0	0	0	0	37	0	31	4	9	128	117	0	0	68	13
MIR4326	10	2	117	20	66	31	0	0	0	0	0	0	38	0	31	4	9	129	117	0	0	69	13
LOC100505815	4	177	1	2	226	2	524	1	11	0	0	2	28	1	2	2	6	182	230	0	0	31	8
MIR941-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR941-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1914	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	5	0
MIR647	0	0	0	0	0	2	13	0	0	0	0	0	5	0	0	0	0	0	2	0	3071	5	0
BC056407	5	0	26	0	2	97	107	396	2	67	23	5	5	4	18	14	2	31	99	0	119	27	16
JA660803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
MIR3648	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0
MIR3687	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0
MIR3156-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00317	2	0	10	0	3	6	4	0	0	7	4	2	1	2	3	4	0	12	9	0	0	6	4
LINC00308	0	0	2	0	1	0	15	0	0	0	2	0	2	3	0	0	0	2	1	0	14	5	0
Z49981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2510	0	0
D21S2088E	1	5	6	1	13	4	12	2	4	9	4	4	8	7	1	4	12	12	18	0	0	16	16
MIR155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	698	0	0
MIR4759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
BC101420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0
LINC00307	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	23	0	0
MIR4327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4307	0	0
KRTAP22-2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1964	5	0
KRTAP21-3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	5	0
LINC00159	0	1	13	0	1	0	4	4	0	4	0	0	0	0	0	0	0	14	1	0	2033	0	0
intersectin 1 long form	0	2	0	0	0	0	262	0	0	0	0	2	0	0	0	0	0	2	0	0	22	0	0
MIR802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC058002	0	0	2	0	1	0	246	287	0	1	4	1	1	0	0	19	2	2	1	0	0	1	21
BRWD1-IT2	0	8	0	0	0	0	2	0	3	14	0	0	2	2	2	4	3	8	0	0	665	6	7
MIR4760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5226	0	0
MIR3197	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3148	0	0
pp9284	0	1	0	0	0	0	653	117	0	0	0	1	0	0	0	0	0	1	0	0	3148	0	0
LINC00163	0	0	4	1	2	0	0	2	0	0	0	0	15	2	0	2	2	4	3	0	30	17	4
BC031638	0	0	0	0	7	30	577	1	0	0	0	2	90	0	0	0	1	0	37	0	0	90	1
DQ599820	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
ANKRD62P1-PARP4P3	6	14	3	1	52	5	25	3	1	15	0	3	33	5	0	3	1	23	58	0	42	38	4
CECR3	3	5	1	0	0	0	1	0	0	3	0	2	0	0	0	0	1	9	0	0	563	0	1
MIR3198-1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	536	0	0
BC064400	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0
MIR648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ585141	0	0	14	4	0	0	0	0	0	0	0	0	0	0	0	0	0	14	4	0	1	0	0
MIR4761	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	54	4	0	0	0	0	0	58
MIR3618	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
MIR1306	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC388849	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
MIR1286	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	0	0
TMEM191B	0	0	0	0	0	2	3	228	0	0	0	0	0	2	0	0	0	0	2	0	1	2	0
BC033281	644	13241	13	3122	5447	1969	827	323	20	254	13	10644	589	3	2	1	3511	13898	10538	0	653	594	3512
DQ574263	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
AK308704	0	0	0	0	0	0	2	161	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR301B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0
DKFZp667J0810	287	3579	545	3345	342	2396	369	265	85	314	47	65	169	167	76	3255	294	4411	6083	0	2078	412	3549
MIR650	3	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	1	0	0
DQ575049	3	24	8	80	181	47	0	0	0	0	1	0	0	0	0	10	0	35	308	0	3	0	10
CES5AP1	0	1	23	2	5	2	11	1	1	8	0	0	2	1	0	7	0	24	9	0	27	3	7
DQ586720	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0
AK096976	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	69	0	2
DQ574115	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	226	0	0
DQ580850	6	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	6	2	0	2	0	0
DQ584254	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
DQ571361	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
DQ597394	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
DQ600483	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1
UNQ2565	0	0	0	0	0	0	0	0	0	0	0	1	0	0	34	0	0	0	0	0	0	34	0
DKFZp434K191	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	3	0	0	0	9	0	3
IGLL3P	0	0	2	4	0	0	0	0	0	4	0	0	0	0	0	0	0	2	4	0	225	0	0
MIR548J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0
MIR3199-1	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0
MIR3199-2	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	6195	0	0
SEC14L6	10	7	3	5	3	1	18	4	0	5	0	9	3	4	0	1	15	20	9	0	1	7	16
MIR3200	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
SELM	0	0	0	445	0	2	591	895	114	110	0	0	0	0	0	0	0	0	447	0	7	0	0
MIR3928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP1B1P1	0	3	12	0	2	0	0	6	0	6	5	2	3	0	4	20	11	15	2	0	0	7	31
JA682652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JA536278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0
LOC339666	2	0	0	0	2	6	5	3	0	3	0	0	5	0	6	0	2	2	8	0	2882	11	2
MIR4764	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	2	0	0	1	0	0	3	2
MIR3909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BX537634	0	0	0	0	0	0	0	125	1	0	0	0	0	0	0	0	4	0	0	0	0	0	4
LOC100506241	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1
DQ587342	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	60	0
DQ581393	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	60	0
DQ581625	0	0	0	0	0	0	0	0	0	1	0	0	60	0	0	0	0	0	0	0	0	60	0
DQ584694	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	60	0
DQ597571	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	60	0
DQ601352	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	60	0
DQ572884	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	60	0
DQ596669	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	60	0
DQ595101	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	60	0
DQ574091	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	60	0
DQ601805	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	60	0
DQ597697	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	60	0
DQ576602	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	60	0
DQ577109	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	60	0
DM074112	3	460	0	0	1	946	589	256	91	89	719	0	18	19	107	717	37	463	947	0	0	144	754
MIR658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4534	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
DKFZp686N1150	1863	55	0	0	0	129	2648	316	17	1256	1126	3	8	63	1	50	339	1918	129	0	0	72	389
APOBEC3H	4	2	7	0	3	0	4	1	0	6	2	1	0	2	2	1	6	13	3	0	16	4	7
LOC100506472	0	0	0	0	2	0	60	0	0	0	2	0	2	0	0	0	0	0	2	0	0	2	0
DQ589665	0	0	1	0	0	0	325	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
DQ601415	0	0	1	0	0	0	107	7	1	9	0	0	0	43	107	0	0	1	0	0	3153	150	0
LOC100130899	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	3269	1	0
MIR4766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
MIR1281	0	1	0	0	0	0	1	0	0	13	0	0	0	0	0	0	0	1	0	0	4	0	0
FLJ23584	0	11	10	0	5	20	3	208	100	110	85	0	0	4	0	0	2	21	25	0	2	4	2
SHISA8	0	0	2	0	0	0	0	2	0	0	0	2	1	0	0	0	0	2	0	0	2	1	0
RNU12	0	0	1	0	0	0	0	0	0	61	0	501	0	6	0	0	25	1	0	0	0	6	25
AX747137	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
AX747952	2	0	1	0	0	0	124	85	0	0	444	1	114	234	278	0	766	3	0	0	0	626	766
LINC00229	5	7	65	17	1	2	14	1	1	1	0	5	10	1	2	14	6	77	20	0	0	13	20
MIR1249	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0	0	0	0	0	1	11
MIR4762	0	4	0	0	2	4	0	0	0	0	0	0	0	0	0	0	219	4	6	0	0	0	219
MIR3619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIRLET7A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MIRLET7B	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	234	0	0
LOC339685	2	9	12	3	5	0	7	9	1	8	0	2	3	5	2	3	1	23	8	0	234	10	4
MIR3201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	493	0	0
MIR4535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	0	0
MIR4790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FW339974	3	1	0	0	0	0	5	937	6	14	5	1304	1	0	36	0	0	4	0	0	0	37	0
MIR885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
LOC100129480	5	2	9	0	0	14	3	0	0	5	1	1	0	2	7	8	1	16	14	0	0	9	9
DQ575652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436	0	0
DQ574002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	0	0
DQ575653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
DQ587809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2453	0	0
DQ581328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC100132526	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	4	0
MIR4270	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	284	0	2
MIR563	4	0	2	0	6	0	0	0	0	0	0	0	2	4	0	0	0	6	6	0	0	6	0
DQ592427	4	0	2	0	6	0	0	0	0	0	0	0	2	4	0	0	0	6	6	0	0	6	0
DQ582763	4	0	2	0	6	0	0	0	0	0	0	0	2	4	0	0	0	6	6	0	0	6	0
MIR3714	0	192	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	194	0	0	352	0	0
MIR4791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AC	13334	23873	7967	62	19334	186	15898	154	223	1826	84	72	13250	3078	149	38941	2827	45174	19582	0	1	16477	41768
MIR4792	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
MIR4442	0	0	20	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	0	0	2	0	0
AK297461	0	2	0	0	0	0	0	0	0	2	0	0	0	0	2	2	0	2	0	0	8	2	2
LOC645206	30	29	391	16	69	18	88	29	37	1899	41	39	1395	26	19	44	25	450	103	0	9	1440	69
DM119520	2	12	0	3	16	0	0	0	0	0	0	0	4	9	29	0	15	14	19	0	0	42	15
JA660634	0	0	0	0	0	9	0	0	0	0	0	0	30	0	0	0	0	0	9	0	0	30	0
MIR564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
PRSS46	2	15	4	2	2	0	4	2	0	7	2	3	3	2	0	2	5	21	4	0	0	5	7
MIR1226	0	0	0	0	0	14	14	0	0	1	0	0	4	0	25	83	8	0	14	0	0	29	91
MIR4443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
MIR711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6303	0	0
MIR4793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
LOC646498	1	3	11	0	5	0	14	1	0	0	1	5	2	1	0	4	1	15	5	0	0	3	5
MIR4271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPX1	2	64	11	45	8	1061	3270	1688	722	808	1809	720	408	940	894	1	1	77	1114	0	14	2242	2
NPCEDRG	0	0	6	0	0	0	1	0	0	117	0	0	0	0	0	4	0	6	0	0	0	0	4
LUST	10	1	5	1	151	1	25	13	1	233	1	1	843	2	4	1	4756	16	153	0	6757	849	4757
MIR4787	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
IQCF4	0	3	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	5	0	0	2	0	0
IQCF3	0	4	0	0	0	0	0	0	1	4	0	3	0	0	0	0	0	4	0	0	2	0	0
DCP1A	798	168	29	2	8297	866	1638	954	11	77	792	22	2377	241	55	28	438	995	9165	0	9	2673	466
SELK	7053	2604	2219	784	4203	2755	393	457	242	255	0	300	3763	3244	1633	1643	1762	11876	7742	0	148	8640	3405
MIR3938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12484	0	0
LOC100287879	0	2	4	0	0	0	7	0	0	3	0	1	0	0	5	0	0	6	0	0	1451	5	0
BC071789	0	2596	2	0	0	0	470	2	1	1	3	0	0	0	0	0	0	2598	0	0	1451	0	0
MIR548A2	33	46	109	27	38	37	175	40	33	528	57	40	56	31	47	58	25	188	102	0	1451	134	83
MIR4272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1451	0	0
FAM19A4	64	152	430	38	89	33	1431	31	25	43	82	30	172	135	142	198	148	646	160	0	72	449	346
MIR3136	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	886	1	0
MIR1284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0
MIR1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0
MIR4273	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	299	0	0
GBE1	9721	26588	281	196	4688	3350	8212	482	135	2110	1176	315	23715	12810	169	4883	2655	36590	8234	0	1794	36694	7538
MIR4795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15869	0	0
GABRR3	7	6	19	6	8	3	9	5	4	15	0	4	380	2	2	17	3	32	17	0	9	384	20
MIR548G	43710	93931	50241	314	24563	2369	17052	1800	403	6844	4222	247	29533	801	1035	25940	2267	187882	27246	0	3	31369	28207
MIR3921	0	0	2178	0	0	17	0	0	0	0	0	0	0	2	0	0	0	2178	17	0	559	2	0
DD413615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0
MIR548A3	9	8	11	0	7	0	5	5	0	5	1	2	6	0	2	2	2	28	7	0	26	8	4
PVRL3-AS1	4	4	2	1	10	0	5	0	2	3	3	2	0	5	0	7	7	10	11	0	2820	5	14
AX747104	0	0	0	0	1	0	752	2	0	1	0	1	0	0	0	0	0	0	1	0	60	0	0
MIR567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0
MIR4796	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0
MIR198	117	4	0	3	0	0	10	20	0	2	0	773	10	6	0	0	6	121	3	0	0	16	6
MIR548I1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1280	0	3	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	3	0	0	0	178	0
LOC653712	2	4	4	0	1	0	174	5	7	1	4	0	3	0	2	0	0	10	1	0	0	5	0
MIR4788	3	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	1	0	2	0	0
JA682634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100289361	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	2	0	24	0	3
LOC646903	0	0	0	0	0	0	0	0	1	2	0	2	0	0	1	0	0	0	0	0	4	1	0
SELT	2201	1547	7	1301	590	1242	2030	3029	272	875	40	82	2137	1359	5	2606	279	3755	3133	0	4	3501	2885
MIR548H2	47	38	80	8	63	5	273	46	42	62	18	45	54	53	18	77	34	165	76	0	3	125	111
PLCH1	2538	86	89	26	2124	514	177	331	65	93	87	114	244	68	73	63	85	2713	2664	0	5	385	148
LOC100498859	0	0	0	1	0	0	10	918	1	2	0	0	0	0	2	2	0	0	1	0	1	2	2
MIR3919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0
C3orf80	0	0	0	0	178	1	0	0	0	0	0	0	0	2	0	0	0	0	179	0	5	2	0
MIR551B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0
DD413694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4328	0	0
JA611273	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	453	0	4
MIR569	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0
FJ355932	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
MIR4789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0
JA611300	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FLJ46066	51	11	8	2	6	51	49	13	7	23	0	8	3	36	7	5	14	70	59	0	0	46	19
AX747114	1	987	2	0	298	0	41	112	1	2	1	1	0	36	3	426	17	990	298	0	0	39	443
MIR1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2254	0	0
BX648496	4	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	4	1	0	8	0	0
LOC100131635	2	2	12	2	2	3	372	1668	5	5	5	651	17	31	15	5	2	16	7	0	6527	63	7
LPP-AS2	1	0	1	0	0	7	69	75	1	10	0	0	0	0	0	1	0	2	7	0	2430	0	1
Mir_28	0	4	0	3	3	3	0	0	0	37	0	0	3	5	0	0	0	4	9	0	2231	8	0
MIR944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC647323	6	10	65	3	5	8	34	4	5	3	1	8	20	15	10	20	18	81	16	0	4	45	38
LOC100507391	20	11	36	12	20	2	82	2	19	15	6	7	13	10	1	15	9	67	34	0	3	24	24
MIR570	2	0	5	0	1	1536	0	17	0	39	0	0	1	2	0	10	9	7	1537	0	2	3	19
MIR4797	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	4	0	0
BC040733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
MIR922	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	23	0	7	0	0
DQ572955	0	0	0	0	1	0	10	42	1	0	0	0	0	0	0	29	1	0	1	0	1551	0	30
DQ577349	0	0	0	0	0	0	13	53	0	47	0	0	1	0	0	0	0	0	0	0	1551	1	0
DKFZp547K2416	21	1093	7	20	5	233	716	2134	6	20	92	0	2680	716	128	4707	676	1121	258	0	556	3524	5383
LOC100129917	0	0	0	0	0	0	43	71	0	0	0	0	5	0	0	0	3	0	0	0	1	5	3
AK124578	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	4	1	0
TMED11P	0	1	5	0	1273	0	2	0	0	0	0	0	1	1	0	0	0	6	1273	0	2	2	0
MIR943	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	7	0	0	0	28219	0	7
AK026392	1	0	190	0	0	0	227	1153	10	1	0	0	0	0	0	0	7	191	0	0	2	0	7
MIR4800	0	0	190	0	0	0	0	114	0	0	0	0	0	0	0	0	7	190	0	0	2	0	7
HTT-AS1	5	4	25	0	5	1	2	0	1	0	0	3	16	2	0	9	8	34	6	0	2	18	17
HTT	685	509	1542	8	11060	6224	8337	1859	109	2551	1948	2861	35825	2892	21	10829	808	2736	17292	0	314	38738	11637
CS644968	0	0	0	0	0	0	17	0	0	9	0	0	0	0	0	0	0	0	0	0	521	0	0
MIR378D1	13	6	64	0	3	10	0	0	0	0	0	0	32	26	11	20	30	83	13	0	0	69	50
LOC100129931	1	1	13	73	3	2	564	531	23	36	0	1	123	2908	2	8	11	15	78	0	732	3033	19
MIR4798	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1269	3	0
MIR4274	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	132	3	0
DQ572409	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	133	0	0
USP17	0	6	23	15	9	0	10	0	12	0	2	2	3	0	5	2	1	29	24	0	216827	8	2
