gene	T1a	T1b	T2	T3	N1	N2
Gene_15378	6	11	112	4	9	29
Gene_15379	0	4	1	0	0	0
Gene_15380	149	86	217	296	175	51
Gene_15381	1684	1942	2968	4991	5908	1176
Gene_15382	5	3	57	116	38	15
Gene_15383	5	6	11	18	0	5
Gene_15384	79	77	315	85	175	127
Gene_15385	124	219	703	242	334	105
Gene_15386	142	54	85	0	6	84
Gene_15387	1	0	0	6	6	7
Gene_15388	252	343	180	571	1225	553
Gene_15389	165	250	665	155	225	116
Gene_15390	51	38	48	26	184	95
Gene_15391	61	61	342	41	100	79
Gene_15392	37	27	17	14	86	37
Gene_15393	52	33	58	4	58	39
Gene_15394	42	36	93	0	41	38
Gene_15395	4	9	4	8	0	4
Gene_15396	72	35	561	0	226	199
Gene_15397	0	2	2	0	0	0
Gene_15398	2	3	0	0	0	0
Gene_15399	0	0	2	0	20	3
Gene_15400	0	0	0	0	7	0
Gene_15401	0	0	0	0	0	2
Gene_15402	2	0	8	0	0	2
Gene_15403	12	8	12	31	16	26
Gene_15404	34	21	152	16	49	35
Gene_15405	33	43	138	107	124	60
Gene_15406	2	4	1	82	0	0
Gene_15407	2	1	17	3	4	3
Gene_15408	35	14	92	70	29	34
Gene_15409	267	303	103	216	633	89
Gene_15410	199	115	160	301	1139	279
Gene_15411	21	16	87	86	160	29
Gene_15412	12	4	54	4	2	7
Gene_15413	1753	1468	2563	5788	5280	3185
Gene_15414	318	236	418	445	379	399
Gene_15415	0	0	0	53	0	0
Gene_15416	24	25	31	4	43	36
Gene_15417	284	568	98	59	50	34
Gene_15418	56	65	35	141	261	125
Gene_15419	1	0	0	2	0	1
Gene_15420	0	0	4	0	0	0
Gene_15421	51	64	200	574	80	70
Gene_15422	0	0	0	0	3	0
Gene_15423	6	3	15	26	9	4
Gene_15424	12	10	83	34	33	17
Gene_15425	0	1	0	0	0	0
Gene_15426	67	99	303	59	157	33
Gene_15427	1	0	10	0	0	2
Gene_15428	23	42	57	53	75	45
Gene_15429	5	13	49	109	19	36
Gene_15430	51	51	58	137	118	65
Gene_15431	12	10	42	68	30	9
Gene_15432	1	0	0	0	0	0
Gene_15433	1	2	39	244	0	0
Gene_15434	159	152	374	260	228	159
Gene_15435	229	75	310	39	149	97
Gene_15436	532	428	23	21	0	328
Gene_15437	630	618	5461	4935	2398	2949
Gene_15438	6	4	13	1	2	1
Gene_15439	13	24	86	11	26	41
Gene_15440	641	631	5338	4532	2403	2932
Gene_15441	102	115	264	144	285	62
Gene_15442	0	1	2	0	0	0
Gene_15443	55	50	57	28	16	25
Gene_15444	2219	4226	2246	4544	8286	2534
Gene_15445	1	0	0	9	8	1
Gene_15446	51	25	197	228	95	50
Gene_15447	10	11	27	9	20	12
Gene_15448	198	163	324	262	252	306
Gene_15449	33	49	304	290	142	55
Gene_15450	576	680	1247	611	2173	309
Gene_15451	0	0	1	2	0	0
Gene_15452	0	0	4	6	0	4
Gene_15453	72	55	113	87	43	48
Gene_15454	514	445	2186	3035	902	629
Gene_15455	24	24	37	17	1	11
Gene_15456	37	51	226	59	66	24
Gene_15457	0	0	0	0	0	1
Gene_15458	123	89	221	60	166	225
Gene_15459	121	110	786	230	329	138
Gene_15460	150	172	108	285	445	100
Gene_15461	5	0	10	0	0	4
Gene_15462	45	19	89	36	64	36
Gene_15463	47	49	100	44	41	29
Gene_15464	0	0	0	0	0	2
Gene_15465	0	0	7	0	7	2
Gene_15466	58	23	25	4	95	50
Gene_15467	98	77	2	0	3	9
Gene_15468	79	58	37	178	166	153
Gene_15469	0	2	0	0	0	1
Gene_15470	37	22	66	65	59	80
Gene_15471	725	704	1124	1248	2601	851
Gene_15472	27	13	0	22	174	112
Gene_15473	0	0	0	0	0	1
Gene_15474	1	1	0	0	0	0
Gene_15475	3	0	5	4	1	5
Gene_15476	8	4	17	3	7	4
Gene_15477	0	0	3	0	0	0
Gene_15478	0	0	1	0	0	0
Gene_15479	222	153	116	471	383	142
Gene_15480	0	0	0	0	0	2
Gene_15481	24	26	82	41	12	32
Gene_15482	0	0	0	0	3	0
Gene_15483	22	6	41	38	53	48
Gene_15484	20	25	47	12	26	13
Gene_15485	0	0	61	56	7	15
Gene_15486	155	87	441	754	318	194
Gene_15487	16	17	64	44	48	6
Gene_15488	140	127	231	287	209	113
Gene_15489	38	24	327	105	94	82
Gene_15490	767	949	823	2253	1404	1106
Gene_15491	0	0	2	0	5	0
Gene_15492	0	0	0	0	1	0
Gene_15493	3	3	18	13	7	12
Gene_15494	5	5	23	1	4	11
Gene_15495	43	23	52	6	23	35
Gene_15496	0	0	3	0	0	1
Gene_15497	4	2	0	0	1	1
Gene_15498	5	3	0	3	0	0
Gene_15499	49	26	187	18	70	67
Gene_15500	0	0	1	0	0	0
Gene_15501	0	0	69	9	0	0
Gene_15502	104	234	134	193	206	32
Gene_15503	75	130	3	0	0	76
Gene_15504	104	117	6726	4312	211	283
Gene_15505	24	21	59	95	102	44
Gene_15506	96	147	145	913	717	184
Gene_15507	32	8	75	97	0	0
Gene_15508	31	44	116	122	27	19
Gene_15509	0	1	9	0	3	0
Gene_15510	26	21	82	2	9	40
Gene_15511	40	42	168	75	45	15
Gene_15512	796	875	2702	739	589	341
Gene_15513	37	68	235	152	109	58
Gene_15514	458	571	700	1057	1228	652
Gene_15515	1	1	0	0	0	0
Gene_15516	19	9	21	12	94	33
Gene_15517	0	7	0	0	0	0
Gene_15518	864	567	1984	157	943	1617
Gene_15519	70	70	177	246	195	95
Gene_15520	387	279	1941	121	924	344
Gene_15521	18	14	96	118	35	38
Gene_15522	61	28	37	18	83	34
Gene_15523	1329	1350	1985	3711	2536	2810
Gene_15524	21	30	52	52	80	14
Gene_15525	0	0	2	0	0	2
Gene_15526	68	81	140	220	125	116
Gene_15527	0	0	1	0	0	0
Gene_15528	13	17	40	65	27	45
Gene_15529	48	28	336	464	283	95
Gene_15530	3	4	9	3	6	22
Gene_15531	0	0	0	1	0	0
Gene_15532	0	3	0	0	20	38
Gene_15533	594	548	300	1362	1362	705
Gene_15534	5	31	25	54	15	19
Gene_15535	174	173	495	216	169	150
Gene_15536	88	80	259	289	88	378
Gene_15537	226	224	682	273	623	281
Gene_15538	231	237	556	705	578	361
Gene_15539	0	0	1	0	30	2
Gene_15540	101	94	133	44	76	65
Gene_15541	0	1	0	6	8	4
Gene_15542	40	12	55	98	55	46
Gene_15543	12	25	39	0	15	7
Gene_15544	0	0	8	0	0	0
Gene_15545	3	8	1	2	11	15
Gene_15546	35	30	299	157	118	173
Gene_15547	19	11	15	0	8	3
Gene_15548	6	6	4	6	7	1
Gene_15549	0	0	17	0	0	1
Gene_15550	9	0	26	2	7	14
Gene_15551	2	0	0	0	0	1
Gene_15552	117	83	11	8	13	12
Gene_15553	2	0	1	0	0	0
Gene_15554	19	26	28	15	12	16
Gene_15555	0	0	22	0	7	11
Gene_15556	22	34	152	79	42	63
Gene_15557	1	1	0	0	0	0
Gene_15558	60	47	69	43	100	60
Gene_15559	66	45	179	46	84	58
Gene_15560	85	39	79	164	116	150
Gene_15561	296	244	1146	1202	1462	275
Gene_15562	0	1	0	15	0	0
Gene_15563	56	99	74	172	155	117
Gene_15564	0	2	0	0	0	9
Gene_15565	0	0	2	3	0	1
Gene_15566	294	249	442	877	1029	499
Gene_15567	68	56	129	125	201	109
Gene_15568	26	18	81	12	33	49
Gene_15569	4	5	0	0	14	11
Gene_15570	10	9	55	37	16	34
Gene_15571	3	2	43	5	39	8
Gene_15572	7	0	29	17	0	14
Gene_15573	4	3	2	0	0	1
Gene_15574	142	167	511	418	228	185
Gene_15575	1	0	88	3	0	0
Gene_15576	103	79	569	592	462	155
Gene_15577	0	0	0	0	0	1
Gene_15578	0	0	0	0	4	0
Gene_15579	3	1	15	34	14	4
Gene_15580	1385	1788	15288	12236	8815	4751
Gene_15581	65	44	193	210	151	97
Gene_15582	7	3	10	0	21	21
Gene_15583	115	142	303	243	385	215
Gene_15584	4	0	15	26	41	10
Gene_15585	24	24	83	80	176	59
Gene_15586	17	14	3	18	13	6
Gene_15587	1	0	21	430	0	38
Gene_15588	506	518	7	544	1795	3
Gene_15589	0	1	0	0	3	0
Gene_15590	0	3	9	4	1	0
Gene_15591	4	5	10	0	0	0
Gene_15592	0	0	0	0	0	5
Gene_15593	45	33	42	29	44	33
Gene_15594	92	115	475	86	232	52
Gene_15595	26	43	159	12	32	53
Gene_15596	273	317	161	274	461	399
Gene_15597	97	84	596	178	338	133
Gene_15598	170	87	540	160	187	264
Gene_15599	2576	2948	27880	2784	5014	2077
Gene_15600	2	0	14	2	7	10
Gene_15601	14	18	56	63	110	21
Gene_15602	6	8	4	50	24	8
Gene_15603	105	138	79	189	281	115
Gene_15604	48	45	368	92	103	117
Gene_15605	0	0	3	0	0	0
Gene_15606	82	45	352	199	130	71
Gene_15607	2	1	4	0	2	2
Gene_15608	133	95	445	343	406	143
Gene_15609	8	3	3	5	9	1
Gene_15610	3	8	107	145	22	4
Gene_15611	1	1	2	0	0	0
Gene_15612	13	14	38	19	99	25
Gene_15613	88	109	87	261	318	163
Gene_15614	5	1	1	0	1	6
Gene_15615	0	0	6	0	0	0
Gene_15616	8	9	8	0	21	11
Gene_15617	2	0	0	4	0	1
Gene_15618	232	217	508	162	515	222
Gene_15619	38	18	85	259	13	43
Gene_15620	3	1	7	5	1	1
Gene_15621	39	13	46	45	14	37
Gene_15622	0	3	370	51	0	23
Gene_15623	5	2	9	19	46	27
Gene_15624	0	1	0	0	2	2
Gene_15625	187	171	46	147	0	125
Gene_15626	0	0	1	0	0	0
Gene_15627	332	636	1910	1657	1326	298
Gene_15628	30	59	43	39	148	16
Gene_15629	0	0	0	0	2	14
Gene_15630	84	65	113	77	150	76
Gene_15631	338	331	63	9	139	14
Gene_15632	0	0	0	0	1	0
Gene_15633	23	22	37	27	18	9
Gene_15634	0	0	105	65	0	0
Gene_15635	324	532	518	221	621	270
Gene_15636	44	40	99	175	83	47
Gene_15637	263	161	1060	280	452	654
Gene_15638	2	1	12	0	0	1
Gene_15639	0	0	0	0	1	1
Gene_15640	27	13	80	65	33	13
Gene_15641	30	23	102	92	86	68
Gene_15642	560	165	337	332	715	178
Gene_15643	32	23	77	42	113	68
Gene_15644	84	89	251	154	148	63
Gene_15645	32	4	42	0	0	8
Gene_15646	22	45	16	46	1	17
Gene_15647	149	131	174	236	76	143
Gene_15648	1	5	9	3	8	6
Gene_15649	5	3	4	12	0	5
Gene_15650	259	179	266	170	441	204
Gene_15651	3	2	5	8	6	3
Gene_15652	56	106	199	174	763	288
Gene_15653	0	0	0	2	0	0
Gene_15654	0	0	0	0	27	77
Gene_15655	0	0	1	0	0	0
Gene_15656	357	281	401	265	690	164
Gene_15657	181	145	336	139	275	130
Gene_15658	85	98	482	152	964	916
Gene_15659	1	1	0	0	4	5
Gene_15660	17	9	46	0	0	4
Gene_15661	30	23	66	132	155	95
Gene_15662	73	65	208	72	429	97
Gene_15663	0	0	0	0	1	0
Gene_15664	117	89	150	176	3286	418
Gene_15665	11	23	91	33	16	6
Gene_15666	203	106	814	365	596	366
Gene_15667	14	11	201	30	85	49
Gene_15668	48	48	135	147	163	31
Gene_15669	112	144	1367	1437	856	249
Gene_15670	25	14	21	26	3	4
Gene_15671	0	0	0	0	90	33
Gene_15672	0	0	41	0	51	143
Gene_15673	0	0	0	75	0	16
Gene_15674	12	6	92	8	28	6
Gene_15675	62	37	193	8	251	26
Gene_15676	64	44	22	63	134	48
Gene_15677	0	1	0	0	0	0
Gene_15678	3002	1631	3678	483	1469	1400
Gene_15679	46	13	197	71	72	45
Gene_15680	2	0	4	2	9	3
Gene_15681	79	57	30	12	119	70
Gene_15682	0	0	0	0	2	0
Gene_15683	124	166	1230	503	571	158
Gene_15684	73	63	297	174	132	87
Gene_15685	110	60	49	105	55	91
Gene_15686	73	177	174	76	76	20
Gene_15687	47	79	235	175	65	461
Gene_15688	47	43	177	21	20	44
Gene_15689	0	0	0	0	0	5
Gene_15690	1011	599	3667	1675	1082	1423
Gene_15691	84	115	274	211	269	222
Gene_15692	444	518	619	2016	1562	494
Gene_15693	0	0	1	0	0	0
Gene_15694	8	8	0	5	0	7
Gene_15695	42	39	8	43	557	36
Gene_15696	16	8	25	35	7	12
Gene_15697	89	57	77	38	150	38
Gene_15698	1	0	0	0	0	2
Gene_15699	46	60	397	146	59	141
Gene_15700	64	45	246	244	294	186
Gene_15701	14	30	76	224	49	8
Gene_15702	1	1	1	0	0	1
Gene_15703	0	1	1	0	0	0
Gene_15704	56	56	139	102	218	214
Gene_15705	3	1	20	72	5	3
Gene_15706	186	198	390	468	320	258
Gene_15707	44	92	62	38	10	118
Gene_15708	0	0	0	0	0	1
Gene_15709	0	0	0	3	0	0
Gene_15710	62	96	101	111	70	61
Gene_15711	2	4	0	0	0	0
Gene_15712	11	7	26	29	8	15
Gene_15713	10	0	10	1	6	3
Gene_15714	0	0	0	0	9	5
Gene_15715	103	188	525	430	341	88
Gene_15716	55	43	71	59	118	54
Gene_15717	376	306	317	394	452	321
Gene_15718	1	0	0	0	0	0
Gene_15719	12	8	13	5	6	16
Gene_15720	152	188	705	563	750	453
Gene_15721	17	32	52	2	21	21
Gene_15722	68	78	152	114	82	77
Gene_15723	1491	968	3142	804	1549	1144
Gene_15724	2	0	1	1	1	0
Gene_15725	6	3	0	0	8	14
Gene_15726	51	57	65	48	25	46
Gene_15727	15	16	44	91	53	25
Gene_15728	1	0	10	0	0	5
Gene_15729	0	0	0	4	0	1
Gene_15730	17	37	46	6	25	24
Gene_15731	233	221	2351	540	310	586
Gene_15732	0	0	1	0	0	0
Gene_15733	11	16	78	47	31	24
Gene_15734	1	0	0	0	104	20
Gene_15735	14	8	45	34	34	41
Gene_15736	1998	1910	6838	4843	3957	4862
Gene_15737	2	3	0	29	0	13
Gene_15738	4	3	4	22	0	0
Gene_15739	15	9	121	9	86	61
Gene_15740	35	44	84	30	67	23
Gene_15741	57	69	188	54	44	21
Gene_15742	86	69	150	45	192	103
Gene_15743	0	0	0	3	4	0
Gene_15744	143	81	273	395	181	51
Gene_15745	80	89	175	18	261	60
Gene_15746	53	19	131	10	22	20
Gene_15747	23	21	133	152	88	59
Gene_15748	119	70	135	53	175	111
Gene_15749	1	0	10	2	0	1
Gene_15750	0	0	4	12	0	9
Gene_15751	7	6	9	1	19	4
Gene_15752	67	58	38	18	56	90
Gene_15753	21	19	18	12	5	13
Gene_15754	19	13	22	5	33	34
Gene_15755	22	6	58	84	31	34
Gene_15756	4	4	8	8	24	11
Gene_15757	244	254	231	297	372	99
Gene_15758	12	29	34	15	82	27
Gene_15759	0	0	1	0	0	0
Gene_15760	160	182	829	499	388	153
Gene_15761	1	3	2	0	17	4
Gene_15762	19	7	13	31	36	21
Gene_15763	39	52	135	42	63	64
Gene_15764	13	10	1	0	0	5
Gene_15765	56	69	779	192	58	69
Gene_15766	88	89	394	174	372	39
Gene_15767	0	0	4	6	0	2
Gene_15768	11	5	114	24	11	20
Gene_15769	48	31	113	75	159	25
Gene_15770	226	58	0	1	74	57
Gene_15771	25	24	58	7	20	19
Gene_15772	230	183	414	628	648	295
Gene_15773	7	0	7	1	0	5
Gene_15774	94	54	101	49	153	99
Gene_15775	3	0	4	0	5	9
Gene_15776	41	21	87	1	64	64
Gene_15777	7	2	13	4	4	3
Gene_15778	13	7	37	22	11	19
Gene_15779	0	0	0	0	0	1
Gene_15780	87	105	268	138	45	63
Gene_15781	63	47	165	104	98	57
Gene_15782	186	154	350	153	99	176
Gene_15783	77	95	87	38	34	19
Gene_15784	13	7	1287	1696	1441	163
Gene_15785	19	23	217	22	24	14
Gene_15786	258	269	459	496	530	748
Gene_15787	14	8	10	3	3	7
Gene_15788	18	46	220	92	234	83
Gene_15789	79	71	238	42	110	44
Gene_15790	75	85	54	8	33	18
Gene_15791	65	25	449	103	117	122
Gene_15792	4	2	74	28	0	3
Gene_15793	1	0	0	1	0	6
Gene_15794	61	50	881	21	339	95
Gene_15795	56	32	89	71	110	38
Gene_15796	35	17	51	46	7	117
Gene_15797	2359	733	212	140	1408	1553
Gene_15798	0	0	1	0	0	0
Gene_15799	7	0	6	0	14	3
Gene_15800	0	2	2	0	8	8
Gene_15801	39	16	21	0	22	15
Gene_15802	0	0	0	0	5	2
Gene_15803	1887	1283	5069	5323	3719	3469
Gene_15804	126	139	553	331	377	216
Gene_15805	7	6	26	1	4	2
Gene_15806	17	13	8	14	10	20
Gene_15807	207	149	406	318	361	268
Gene_15808	164	161	306	682	298	233
Gene_15809	284	273	551	1443	748	331
Gene_15810	1825	1201	3152	726	1179	1166
Gene_15811	62	37	306	134	487	225
Gene_15812	12	3	17	2	0	0
Gene_15813	36	67	17	0	13	1
Gene_15814	48	9	28	0	14	32
Gene_15815	59	66	48	32	16	30
Gene_15816	1	0	0	0	14	31
Gene_15817	0	0	1	0	0	37
Gene_15818	612	381	109	123	266	71
Gene_15819	45	35	72	146	20	64
Gene_15820	17	6	18	25	36	3
Gene_15821	344	269	271	527	501	168
Gene_15822	23	24	61	26	18	46
Gene_15823	3	0	10	1	8	5
Gene_15824	56	61	50	54	23	12
Gene_15825	23	7	157	21	19	28
Gene_15826	0	0	2	1	0	0
Gene_15827	270	343	274	131	695	172
Gene_15828	195	154	541	1151	219	206
Gene_15829	244	130	639	477	613	236
Gene_15830	775	743	7422	5696	3384	3976
Gene_15831	0	1	0	0	0	1
Gene_15832	2	0	5	2	0	3
Gene_15833	71	58	112	26	252	249
Gene_15834	118	119	851	522	254	191
Gene_15835	140	114	55	19	0	12
Gene_15836	146	139	167	124	502	491
Gene_15837	270	260	0	0	25	15
Gene_15838	48	33	4	2	1	0
Gene_15839	34	52	66	104	120	88
Gene_15840	0	2	9	25	487	9
Gene_15841	0	0	0	0	2	42
Gene_15842	59	5	22	0	8	2
Gene_15843	344	255	810	803	577	515
Gene_15844	9	4	9	18	18	14
Gene_15845	6	2	17	0	11	0
Gene_15846	290	316	1468	561	635	356
Gene_15847	30	28	26	66	210	211
Gene_15848	32	17	56	39	85	61
Gene_15849	179	164	140	174	477	320
Gene_15850	19	27	56	9	1	8
Gene_15851	0	4	12	1	9	3
Gene_15852	20	15	87	3	19	9
Gene_15853	0	0	0	3	0	0
Gene_15854	1074	777	3983	2747	2275	2074
Gene_15855	25	9	46	0	16	21
Gene_15856	1	1	13	16	0	5
Gene_15857	1302	1147	539	4800	7606	3222
Gene_15858	2006	2124	2029	3890	7340	2249
Gene_15859	32	42	98	106	100	77
Gene_15860	28	8	180	10	40	22
Gene_15861	1	0	1	3	0	1
Gene_15862	113	68	188	103	167	73
Gene_15863	349	348	547	1182	751	428
Gene_15864	16	22	11	27	0	12
Gene_15865	80	74	222	220	353	149
Gene_15866	0	1	0	0	3	5
Gene_15867	1	1	2	4	0	0
Gene_15868	8	12	13	4	9	23
Gene_15869	0	0	0	0	0	1
Gene_15870	0	0	0	0	0	2
Gene_15871	113	160	453	128	45	91
Gene_15872	0	0	1	0	0	0
Gene_15873	13	15	42	10	65	35
Gene_15874	0	0	1	0	0	0
Gene_15875	134	79	264	235	158	225
Gene_15876	79	74	434	287	114	203
Gene_15877	148	127	232	107	229	148
Gene_15878	67	50	166	332	148	179
Gene_15879	8	5	4	13	0	16
Gene_15880	51	81	205	133	248	155
Gene_15881	68	42	258	241	167	139
Gene_15882	0	1	2	0	12	5
Gene_15883	3	1	69	62	2	3
Gene_15884	3	0	4	0	1	2
Gene_15885	195	343	168	139	59	29
Gene_15886	111	141	487	195	288	112
Gene_15887	6	0	6	0	0	0
Gene_15888	22	31	53	35	24	33
Gene_15889	0	0	6	0	0	3
Gene_15890	1	39	58	0	86	11
Gene_15891	300	197	462	748	367	347
Gene_15892	2129	2102	2768	3276	4247	1393
Gene_15893	16	12	42	23	20	68
Gene_15894	8	11	8	14	30	32
Gene_15895	13	1	47	0	10	7
Gene_15896	27	26	99	42	78	32
Gene_15897	68	73	419	726	301	117
Gene_15898	38	21	70	13	118	26
Gene_15899	167	63	516	134	203	325
Gene_15900	40	20	327	210	107	93
Gene_15901	2424	2060	6490	8646	5203	6304
Gene_15902	2	14	21	12	5	6
Gene_15903	8	1	28	5	6	9
Gene_15904	0	0	0	0	0	1
Gene_15905	0	2	6	0	0	1
Gene_15906	29	26	104	13	24	6
Gene_15907	134	161	335	298	105	100
Gene_15908	2	0	1	7	2	2
Gene_15909	55	62	186	57	46	34
Gene_15910	1	0	81	37	28	10
Gene_15911	29	34	36	56	47	33
Gene_15912	87	75	361	155	266	143
Gene_15913	531	520	564	525	1786	502
Gene_15914	2	0	0	0	7	3
Gene_15915	111	93	62	326	92	80
Gene_15916	3	11	4	11	3	6
Gene_15917	0	0	3	6	0	1
Gene_15918	109	131	22	49	4	27
Gene_15919	3	3	0	0	3	7
Gene_15920	8	19	53	8	21	25
Gene_15921	77	70	10	53	69	18
Gene_15922	5	1	1	4	1	6
Gene_15923	151	54	10	67	296	25
Gene_15924	8	15	34	85	12	33
Gene_15925	4	1	8	0	0	4
Gene_15926	0	0	17	0	0	0
Gene_15927	2	1	13	4	0	87
Gene_15928	20	10	2	0	11	7
Gene_15929	726	487	367	106	194	149
Gene_15930	0	0	0	2	0	0
Gene_15931	13	5	54	13	37	29
Gene_15932	9	7	72	49	7	34
Gene_15933	80	66	693	49	62	81
Gene_15934	96	64	139	215	157	109
Gene_15935	12	6	18	2	20	10
Gene_15936	13	18	104	120	58	24
Gene_15937	59	6	2	208	0	2
Gene_15938	17	8	12	15	15	12
Gene_15939	3148	3181	8778	2077	2650	1279
Gene_15940	25	12	33	41	51	2
Gene_15941	333	444	793	1087	1255	579
Gene_15942	19	4	41	6	24	26
Gene_15943	380	254	1813	517	711	482
Gene_15944	21	6	21	79	33	15
Gene_15945	47	29	53	76	91	20
Gene_15946	31	30	235	57	53	92
Gene_15947	19	17	40	17	31	11
Gene_15948	23	9	27	45	31	25
Gene_15949	30	5	25	12	35	21
Gene_15950	6	4	16	5	18	23
Gene_15951	40	20	25	4	27	28
Gene_15952	1299	1129	1316	2252	3153	1016
Gene_15953	11	5	16	8	0	9
Gene_15954	56	36	132	56	86	161
Gene_15955	154	77	40	141	253	13
Gene_15956	52	72	94	41	97	100
Gene_15957	20	4	47	7	40	3
Gene_15958	49	80	89	42	75	118
Gene_15959	11	2	62	39	43	39
Gene_15960	0	0	2	0	0	0
Gene_15961	8	22	95	428	0	43
Gene_15962	162	114	117	89	107	79
Gene_15963	0	0	0	0	1	0
Gene_15964	63	55	231	59	211	186
Gene_15965	204	177	564	460	429	280
Gene_15966	2	6	149	132	3	0
Gene_15967	4	3	4	5	1	2
Gene_15968	6	8	17	39	72	18
Gene_15969	21	15	0	17	0	5
Gene_15970	0	0	0	0	0	1
Gene_15971	31	13	194	0	23	21
Gene_15972	143	136	143	21	51	82
Gene_15973	0	0	0	0	0	1
Gene_15974	6	17	14	22	29	6
Gene_15975	17	13	139	785	20	23
Gene_15976	0	0	0	3	0	1
Gene_15977	24	56	73	73	54	20
Gene_15978	10	5	19	4	10	3
Gene_15979	23	19	60	88	36	6
Gene_15980	1	0	32	45	0	5
Gene_15981	11	4	19	112	9	7
Gene_15982	16	12	115	35	34	45
Gene_15983	412	279	125	193	455	290
Gene_15984	1	14	1	0	0	0
Gene_15985	0	0	1	0	0	0
Gene_15986	67	40	47	117	268	65
Gene_15987	6	0	2	3	24	16
Gene_15988	2	2	12	2	1	5
Gene_15989	0	0	3	0	0	0
Gene_15990	637	637	1808	1083	1469	991
Gene_15991	134	75	346	73	66	67
Gene_15992	1	0	10	0	4	2
Gene_15993	11	2	67	132	39	67
Gene_15994	81	75	116	288	118	131
Gene_15995	0	0	1	5	0	0
Gene_15996	1	2	1	0	0	6
Gene_15997	9	5	7	53	28	24
Gene_15998	3233	3173	4317	6576	14425	1522
Gene_15999	47	35	75	13	29	29
Gene_16000	4	5	25	0	8	4
Gene_16001	5	6	2	5	1	8
Gene_16002	11	8	18	36	5	4
Gene_16003	68	71	74	159	96	52
Gene_16004	14	7	30	5	8	17
Gene_16005	2	2	3	0	3	4
Gene_16006	105	122	41	197	129	66
Gene_16007	27	28	12	7	2	15
Gene_16008	2	4	20	3	0	6
Gene_16009	29	26	25	25	34	30
Gene_16010	319	330	825	992	1233	835
Gene_16011	45	23	137	348	29	54
Gene_16012	77	46	101	94	134	67
Gene_16013	225	206	621	359	200	182
Gene_16014	0	0	0	0	0	1
Gene_16015	149	151	163	113	64	37
Gene_16016	15	3	269	330	790	296
Gene_16017	4	4	9	5	8	9
Gene_16018	131	124	138	169	146	104
Gene_16019	0	0	0	0	0	1
Gene_16020	0	0	3	1	0	0
Gene_16021	21	20	10	18	16	46
Gene_16022	58	46	262	242	249	76
Gene_16023	1	0	80	242	9	6
Gene_16024	3423	2901	6320	10693	15565	5738
Gene_16025	757	363	526	395	607	254
Gene_16026	3	9	16	0	4	2
Gene_16027	1	0	2	0	20	0
Gene_16028	41	34	125	123	37	25
Gene_16029	11	9	0	0	13	3
Gene_16030	4	1	12	12	3	4
Gene_16031	0	0	0	0	8	1
Gene_16032	24	15	5	4	55	6
Gene_16033	0	7	0	0	0	0
Gene_16034	522	410	649	913	481	193
Gene_16035	40	63	35	112	158	74
Gene_16036	51	55	164	162	200	81
Gene_16037	8	9	0	137	0	1
Gene_16038	0	5	20	0	19	21
Gene_16039	0	0	1	0	0	0
Gene_16040	44	7	35	0	50	12
Gene_16041	778	673	591	1402	618	224
Gene_16042	11	6	71	100	298	56
Gene_16043	192	144	533	39	734	105
Gene_16044	132	120	99	56	237	124
Gene_16045	9	0	1330	17464	0	28
Gene_16046	2	6	5	0	2	2
Gene_16047	154	119	249	106	418	103
Gene_16048	72	59	242	88	131	102
Gene_16049	1	1	1	0	3	2
Gene_16050	99	116	228	165	16	68
Gene_16051	2	16	5	0	6	2
Gene_16052	2109	2430	1099	8597	13055	2143
Gene_16053	64	140	213	74	148	65
Gene_16054	67	43	109	109	654	183
Gene_16055	0	0	0	0	0	1
Gene_16056	8	5	67	0	0	6
Gene_16057	0	0	2	1	0	2
Gene_16058	101	95	172	16	97	74
Gene_16059	0	0	8	3	0	0
Gene_16060	295	171	1	104	1	7
Gene_16061	162	128	299	543	888	374
Gene_16062	9	0	329	40	17	67
Gene_16063	13	13	1	12	0	1
Gene_16064	94	91	160	131	150	84
Gene_16065	3	2	5	12	15	7
Gene_16066	4	4	11	7	7	6
Gene_16067	60	39	70	16	18	102
Gene_16068	26	24	59	14	23	7
Gene_16069	239	269	768	196	433	270
Gene_16070	1	0	0	0	0	0
Gene_16071	44	34	530	245	181	151
Gene_16072	302	442	429	598	471	260
Gene_16073	75	56	185	144	68	45
Gene_16074	45	42	80	80	69	32
Gene_16075	0	0	0	0	5	4
Gene_16076	0	4	0	0	0	0
Gene_16077	0	0	2	0	0	0
Gene_16078	0	0	1	13	0	0
Gene_16079	34	15	647	130	83	47
Gene_16080	4	0	3	0	1	0
Gene_16081	36	44	64	8	32	10
Gene_16082	108	79	424	426	304	206
Gene_16083	40	15	107	257	66	25
Gene_16084	2	6	7	0	2	3
Gene_16085	30	14	43	162	224	70
Gene_16086	61	34	24	0	41	13
Gene_16087	37	50	74	108	32	21
Gene_16088	115	155	124	166	316	125
Gene_16089	7	5	15	1	0	0
Gene_16090	0	0	1	0	0	0
Gene_16091	491	343	908	67	528	301
Gene_16092	0	0	10	1	0	2
Gene_16093	23	8	31	17	2	20
Gene_16094	190	122	11	0	8	31
Gene_16095	138	147	569	487	383	419
Gene_16096	144	100	93	40	440	116
Gene_16097	158	105	4	5	1	1
Gene_16098	61	51	129	108	358	232
Gene_16099	46	22	147	70	102	78
Gene_16100	336	367	788	284	896	216
Gene_16101	160	151	499	1146	463	170
Gene_16102	5	0	17	85	0	27
